"Código SIEX";"Código";"Categoría";"Nombre científico";"EPPO cd";"Observaciones";Fecha de alta;Fecha de modificación;Fecha de baja
"192";"8.34.1.1";"Puntisecado del pino carrasco, Gremmeniella abietina";"Gremmeniella abietina";"GREMAB ";"También conocido comúnmente como tristeza de las resinosas.";03/07/2024;03/07/2024;
"193";"8.35";"Herpotrichiellaceae";"Herpotrichiellaceae";"1HERLF";;03/07/2024;03/07/2024;
"194";"8.35.1";"Fialofora, Phialophora spp.";"Phialophora spp. (género anamórfico)";"1PHIAG";;03/07/2024;03/07/2024;
"195";"8.36";"Hymenochaetaceae";"Hymenochaetaceae";"1HYMCF";;03/07/2024;03/07/2024;
"196";"8.36.1";"Yesca de la vid, Fomitiporia mediterranea";"Fomitiporia mediterranea";"FOMPME";;03/07/2024;03/07/2024;
"197";"8.37";"Hypocreaceae";"Hypocreaceae";"1HYPRF";;03/07/2024;03/07/2024;
"198";"8.37.1";"Hypomyces spp.";"Hypomyces spp.";"1HYPMG)";;03/07/2024;03/07/2024;
"199";"8.37.1.1";"Telaraña u oídio del champiñón, Hypomyces rosellus";"Hypomyces rosellus";"DACYDE";"También descritos como Cladobotryum dendroides.";03/07/2024;03/07/2024;
"200";"8.37.2";"Gliocladium spp.";"Gliocladium spp. (género anamórfico)";"1GLIOG";;03/07/2024;03/07/2024;
"201";"8.37.2.1";"Podredumbre rosa de la palmera, Gliocladium vermoeseni";"Gliocladium vermoeseni";"GLIOVE";"También descrito como Nalanthamala vermoeseni.";03/07/2024;03/07/2024;
"202";"8.37.3";"Mycogone spp.";"Mycogone spp. (género anamórfico)";"1MYCGG";;03/07/2024;03/07/2024;
"203";"8.37.3.1";"Mole húmeda, Mycogone perniciosa";"Mycogone perniciosa";"MYCGPE";"También conocido comúnmente como enfermedad del cerco del champiñón.";03/07/2024;03/07/2024;
"204";"8.37.4";"Trichoderma spp.";"Trichoderma spp.";"TRCDSP";"Se incluyen especies del género Trichoderma como T.harzianum, T.atrovoride, T.koningii, T.aggrssivum f.europaeum o T.viride.";03/07/2024;03/07/2024;
"205";"8.38";"Leptosphaeriaceae";"Leptosphaeriaceae";"1LPTSF";;03/07/2024;03/07/2024;
"206";"8.38.1";"Plenodomus spp.";"Plenodomus spp.";"1PLENG";;03/07/2024;03/07/2024;
"207";"8.38.1.1";"Manchado negro del tallo del girasol, Plenodomus lindquistii";"Plenodomus lindquistii";"LEPTLI";"También descrito como Phoma oleracea var. helianthi-tuberosi";03/07/2024;03/07/2024;
"208";"8.38.1.2";"Pie negro, necrosis del cuello de las crucíferas, Plenodomus lingam";"Plenodomus lingam";"LEPTMA";"También descrito como Leptosphaeria maculans o Phoma brassicae.";03/07/2024;03/07/2024;
"209";"8.38.1.3";"Mal seco de los cítricos, Plenodomus tracheiphilus";"Plenodomus tracheiphilus";"DEUTTR";"También descrito como Phoma tracheiphila.";03/07/2024;03/07/2024;
"210";"8.39";"Magnaporthaceae";"Magnaporthaceae";"1MAGNF";;03/07/2024;03/07/2024;
"211";"8.39.1";"Gaeumannomyces spp.";"Gaeumannomyces spp.";"1GAEUG";;03/07/2024;03/07/2024;
"212";"8.39.1.1";"Mal del pie, pie negro, Gaeumannomyces graminis";"Gaeumannomyces graminis";"GAEUGR";;03/07/2024;03/07/2024;
"213";"8.40";"Melampsoraceae";"Melampsoraceae";"1MELMF";;03/07/2024;03/07/2024;
"214";"8.40.1";"Melampsora spp.";"Melampsora spp.";"1MELMG";;03/07/2024;03/07/2024;
"215";"8.40.1.1";"Roya del chopo, Melampsora spp.";"Melampsora allii-populina, M. laricis-populina";"MELMAP, MELMLP";;03/07/2024;03/07/2024;
"216";"8.40.1.2";"Roya del curvado de los pinos, Melampsora pinitorqua";"Melampsora pinitorqua";"MELMPP";;03/07/2024;03/07/2024;
"217";"8.41";"Microascaceae";"Microascaceae";"1MICRF";;03/07/2024;03/07/2024;
"218";"8.41.1";"Scopulariopsis spp.";"Scopulariopsis spp.";"1SCPLG";;03/07/2024;03/07/2024;
"219";"8.41.1.1";"Yeso blanco del champiñón, Scopulariopsis fimicola";"Scopulariopsis fimicola";"SCPLFI";;03/07/2024;03/07/2024;
"220";"8.42";"Microdochiaceae";"Microdochiaceae";"1MCDOF";;03/07/2024;03/07/2024;
"221";"8.42.1";"Microdochium spp.";"Microdochium spp.";"1MICDG";;03/07/2024;03/07/2024;
"222";"8.42.1.1";"Fusariosis de los cereales, moho, Microdochium nivale";"Microdochium nivale";"MONGNI";"También descrito como Monographella nivalis.";03/07/2024;03/07/2024;
"223";"8.42.1.2";"Antracnosis, Microdochium panattonianum";"Microdochium panattonianum";"MARSPA";"También descrito como Marssonina panattoniana.";03/07/2024;03/07/2024;
"224";"8.43";"Mucoraceae";"Mucoraceae";"1MUCOF";;03/07/2024;03/07/2024;
"225";"8.43.1";"Rizopus, Rhizopus spp.";"Rhizopus spp.";"1RIZPG";"Incluye especies del género Rhizopus como Rh.nigricans o Rh.arrhizus";03/07/2024;03/07/2024;
"226";"8.44";"Mycosphaerellaceae";"Mycosphaerellaceae";"1MYCOF";;03/07/2024;03/07/2024;
"227";"8.44.1";"Cercosporiosis, Cercospora spp.";"Cercospora spp.";"1CERCG";;03/07/2024;03/07/2024;
"228";"8.44.1.1";"Cercosporiosis del apio, Cercospora apii";"Cercospora apii";"CERCAP";;03/07/2024;03/07/2024;
"229";"8.44.1.2";"Cercosporiosis de la remolacha, Cercospora beticola";"Cercospora beticola";"CERCBE";;03/07/2024;03/07/2024;
"230";"8.44.2";"Dothistroma spp.";"Dothistroma spp.";"1DOTSG";;03/07/2024;03/07/2024;
"231";"8.44.2.1";"Banda roja del pino, Dothistroma spp.";"Dothistroma septosporum, D.pini";"SCIRPI, DOTSPI";;03/07/2024;03/07/2024;
"232";"8.44.3";"Fulvia spp.";"Fulvia spp.";"1FULVG";;03/07/2024;03/07/2024;
"233";"8.44.3.1";"Cladosporiosis del tomate, Fulvia fulva";"Fulvia fulva";"FULVFU";;03/07/2024;03/07/2024;
"234";"8.44.4";"Lecanosticta spp.";"Lecanosticta spp.";"1LCSTG";;03/07/2024;03/07/2024;
"235";"8.44.4.1";"Banda marrón, mancha parda de las acículas del pino, Lecanosticta acicola";"Lecanosticta acicola";"SCIRAC";;03/07/2024;03/07/2024;
"236";"8.44.5";"Mycosphaerella spp.";"Mycosphaerella spp.";"1MYCOG";"De acuerdo con los recientes cambios nomenclaturales, la denominación Ramularia prevalece sobre Mycosphaerella, que pasa a ser considerada sinonimia. Sin embargo algunas de las especies de Mycosphaerella no han sido aún reubicadas en Ramularia o en otros géneros (ver ""notes"" en 1MYCOG en EPPO Global Database:https://gd.eppo.int/).";03/07/2024;03/07/2024;
"237";"8.44.5.1";"Socarrina, mancha foliar del castaño, Mycosphaerella maculiformis";"Mycosphaerella maculiformis";"MYCOMC";;03/07/2024;03/07/2024;
"238";"8.44.6";"Neopseudocercosporella spp.";"Neopseudocercosporella spp.";"1NPSDG";;03/07/2024;03/07/2024;
"239";"8.44.6.1";"Mancha anular de la col, Neopseudocercosporella brassicae";"Neopseudocercosporella brassicae";"MYCOBR";"También descrito como Mycosphaerella brassicicola.";03/07/2024;03/07/2024;
"240";"8.44.7";"Plurivorosphaerella spp.";"Plurivorosphaerella spp.";"1PLVOG";;03/07/2024;03/07/2024;
"241";"8.44.7.1";"Manchas circulares del caqui, Plurivorosphaerella nawae";"Plurivorosphaerella nawae";"MYCONA";"También descrito como Mycosphaerella nawae.";03/07/2024;03/07/2024;
"242";"8.44.8";"Pseudocercospora spp.";"Pseudocercospora spp.";"1PSCSG";;03/07/2024;03/07/2024;
"243";"8.44.8.1";"Emplomado, repilo plomizo del olivo, Pseudocercospora cladosporioides";"Pseudocercospora cladosporioides";"CERCCL";;03/07/2024;03/07/2024;
"244";"8.44.8.2";"Sigatoka negra del banano, Pseudocercospora fijiensis";"Pseudocercospora fijiensis";"MYCOFI";"También descrito como Mycosphaerella fijiensis.";03/07/2024;03/07/2024;
"245";"8.44.8.3";"Mancha angular de la judía, Pseudocercospora griseola";"Pseudocercospora griseola";"PHAIGR";;03/07/2024;03/07/2024;
"246";"8.44.8.4";"Sigatoka común o amarilla del banano, Pseudocercospora musae";"Pseudocercospora musae";"MYCOMU";"También descrito como Mycosphaerella musicola.";03/07/2024;03/07/2024;
"247";"8.44.8.5";"Mancha de la hoja del pistacho, Pseudocercospora pistacina";"Pseudocercospora pistacina";"MYCOPT";"También descrito como Mycosphaerella pistacina o Septoria pistacina.";03/07/2024;03/07/2024;
"249";"8.44.6.2";"Mancha blanca de la hoja, Neopseudocercosporella capsellae";"Neopseudocercosporella capsellae";"PSDCCA";"También descrito como Pseudocercosporella capsellae.";03/07/2024;03/07/2024;
"250";"8.44.9";"Ramularia spp.";"Ramularia spp.";"1RAMUG";;03/07/2024;03/07/2024;
"251";"8.44.9.1";"Ramularia o viruela de las hojas de la remolacha, Ramularia beticola";"Ramularia beticola";"RAMUBE";;03/07/2024;03/07/2024;
"252";"8.44.9.2";"Ramularia o salpicado necrótico, Ramularia collo-cygni";"Ramularia collo-cygni";"RAMUCC";"También conocido comúnmente como ramulariosis de la cebada.";03/07/2024;03/07/2024;
"253";"8.44.9.3";"Mancha púrpura, viruela de la fresa, Ramularia grevilleana";"Ramularia grevilleana";"MYCOFR";"También descrito como Mycosphaerella fragariae.";03/07/2024;03/07/2024;
"254";"8.44.10";"Septoriosis, Septoria spp.";"Septoria spp.";"1SEPTG";;03/07/2024;03/07/2024;
"255";"8.44.10.1";"Septoriosis del apio, Septoria apiicola";"Septoria apiicola";"SEPTAP";;03/07/2024;03/07/2024;
"256";"8.44.10.2";"Septoriosis de la zanahoria, Septoria dauci";"Septoria dauci";"SEPTDA";;03/07/2024;03/07/2024;
"257";"8.44.10.3";"Septoriosis del tomate, Septoria lycopersici";"Septoria lycopersici";"SEPTLY";;03/07/2024;03/07/2024;
"258";"8.44.10.4";"Septoriosis del pistacho, Septoria spp.";"S.pistaciarum, S.pistaciae";"SEPTPT, SEPTPZ";;03/07/2024;03/07/2024;
"259";"8.44.10.5";"Septoriosis del peral, Septoria pyricola";"Septoria pyricola";"MYCOPY";;03/07/2024;03/07/2024;
"260";"8.44.11";"Septoriosis, Sphaerulina spp.";"Sphaerulina spp.";"1SPHNG";;03/07/2024;03/07/2024;
"261";"8.44.11.1";"Septoriosis de la zarzamora, Sphaerulina rubi";"Sphaerulina rubi";"SPHNRU";"También conocido comúnmente como septoriosis del frambueso.";03/07/2024;03/07/2024;
"262";"8.44.12";"Septoriosis, Zymoseptoria spp.";"Zymoseptoria spp.";"1ZYMSG";;03/07/2024;03/07/2024;
"263";"8.44.12.1";"Septoriosis del trigo, Zymoseptoria tritici";"Zymoseptoria tritici";"SEPTTR";"También descrito como Septoria tritici.";03/07/2024;03/07/2024;
"264";"8.45";"Nectriaceae";"Nectriaceae";"1NECTF";;03/07/2024;03/07/2024;
"265";"8.45.1";"Fusariosis, Fusarium spp.";"Fusarium spp.";"1FUSAG";;03/07/2024;03/07/2024;
"266";"8.45.1.1";"Chancro resinoso del pino, Fusarium circinatum";"Fusarium circinatum";"GIBBCI";"También descrito como Gibberella circinata.";03/07/2024;03/07/2024;
"267";"8.45.1.2";"Fusariosis del maíz, Fusarium graminearum";"Fusarium graminearum";"GIBBZE";"También conocido como fusariosis de los cereales.";03/07/2024;03/07/2024;
"268";"8.45.1.3";"Fusariosis vascular, Fusarium oxysporum";"Fusarium oxysporum";"FUSAOX";;03/07/2024;03/07/2024;
"269";"8.45.1.4";"Malformación del mango, Fusarium mangiferae";"Fusarium mangiferae";"FUSAMG";;03/07/2024;03/07/2024;
"270";"8.45.1.5";"Fusarium sambucinum";"Fusarium sambucinum";"GIBBPU";"También descrito como Fusarium roseum.";03/07/2024;03/07/2024;
"271";"8.45.2";"Neonectria spp.";"Neonectria spp.";"1NNECG";;03/07/2024;03/07/2024;
"272";"8.45.2.1";"Chancro europeo, Neonectria ditissima";"Neonectria ditissima";"NECTGA";"También descrito como Nectria galligena. También conocido comúnmente como cancro del manzano y peral.";03/07/2024;03/07/2024;
"273";"8.46";"Neocamarosporiaceae";"Neocamarosporiaceae";"1NCAMF";;03/07/2024;03/07/2024;
"274";"8.46.1";"Neocamarosporium spp.";"Neocamarosporium spp.";"1NCAMG";;03/07/2024;03/07/2024;
"275";"8.46.1.1";"Foma, pie negro de la remolacha, Neocamarosporium betae";"Neocamarosporium betae";"PLEOBJ";"También descrito como Phoma betae";03/07/2024;03/07/2024;
"276";"8.47";"Ophiostomataceae";"Ophiostomataceae";"1OPHIF";;03/07/2024;03/07/2024;
"277";"8.47.1";"Ophiostoma spp.";"Ophiostoma spp.";"1OPHSG";;03/07/2024;03/07/2024;
"278";"8.47.1.1";"Grafiosis del olmo, Ophiostoma spp.";"Ophiostoma novo-ulmi, O. ulmi";"OPHSNU, CERAUL";;03/07/2024;03/07/2024;
"279";"8.48";"Peronosporaceae";"Peronosporaceae";"1PEROF";;03/07/2024;03/07/2024;
"280";"8.48.1";"Bremia spp.";"Bremia spp.";"1BREMG";;03/07/2024;03/07/2024;
"281";"8.48.1.1";"Mildiu de la lechuga, Bremia lactucae";"Bremia lactucae";"BREMLA";;03/07/2024;03/07/2024;
"282";"8.48.2";"Hyaloperonospora spp.";"Hyaloperonospora spp.";"1HPERG";;03/07/2024;03/07/2024;
"283";"8.48.2.1";"Mildiu de las crucíferas, Hyaloperonospora parasitica";"Hyaloperonospora parasitica";"PEROPA";"También descrito como Peronospora parasitica.";03/07/2024;03/07/2024;
"284";"8.48.3";"Peronospora spp.";"Peronospora spp.";"1PEROG";;03/07/2024;03/07/2024;
"285";"8.48.3.1";"Mildiu de la albahaca, Peronospora belbahrii";"Peronospora belbahrii";"PEROBE";;03/07/2024;03/07/2024;
"286";"8.48.3.2";"Mildiu de la cebolla, Peronospora destructor";"Peronospora destructor";"PERODE";;03/07/2024;03/07/2024;
"287";"8.48.3.3";"Mildiu de la acelga, Peronospora farinosa";"Peronospora farinosa";"PEROFA";;03/07/2024;03/07/2024;
"288";"8.48.3.4";"Moho azul, mildiu del tabaco, Peronospora hyoscyami";"Peronospora hyoscyami";"PEROTA";"También descrito como Peronospora hyoscyami f.sp. tabacina.";03/07/2024;03/07/2024;
"289";"8.48.3.5";"Mildiu de la soja, Peronospora manshurica";"Peronospora manshurica";"PEROMA";;03/07/2024;03/07/2024;
"290";"8.48.3.6";"Mildiu del rosal, Peronospora sparsa";"Peronospora sparsa";"PSPESR";;03/07/2024;03/07/2024;
"291";"8.48.3.7";"Mildiu de la alfalfa, Peronospora trifoliorum";"Peronospora trifoliorum";"PEROTR";;03/07/2024;03/07/2024;
"292";"8.48.3.8";"Mildiu del guisante, Peronospora viciae";"Peronospora viciae";"PEROVI";;03/07/2024;03/07/2024;
"293";"8.48.4";"Phytophthora spp.";"Phytophthora spp.";"1PHYTG";;03/07/2024;03/07/2024;
"294";"8.48.4.1";"Podredumbre del tronco, corona y fruto, Phytophthora cactorum";"Phytophthora cactorum";"PHYTCC";;03/07/2024;03/07/2024;
"295";"8.48.4.2";"Mildiu del pimiento, Phytophthora capsici";"Phytophthora capsici";"PHYTCP";;03/07/2024;03/07/2024;
"296";"8.48.4.3";"Podredumbre de cuello y raíz, Phytophthora cinnamomi";"Phytophthora cinnamomi";"PHYTCN";;03/07/2024;03/07/2024;
"297";"8.48.4.4";"Aguado, gomosis de los cítricos, Phytophthora citrophthora";"Phytophthora citrophthora";"PHYTCO";;03/07/2024;03/07/2024;
"298";"8.48.4.5";"Mildiu de la patata y el tomate, Phytophthora infestans";"Phytophthora infestans";"PHYTIN";;03/07/2024;03/07/2024;
"299";"8.48.4.6";"Gomosis de la alfalfa, Phytophthora medicaginis";"Phytophthora medicaginis";"PHYTMC";;03/07/2024;03/07/2024;
"300";"8.48.4.7";"Mildiu terrestre del tomate, Phytophthora nicotianae var. parasitica";"Phytophthora nicotianae var. parasitica";"PHYTNP";"También descrito como Phytophthora parasitica. Además de en tomate, causa daños en cítricos (podredumbre marrón).";03/07/2024;03/07/2024;
"301";"8.48.4.8";"Mildiu de la judía, Phytophthora phaseoli";"Phytophthora phaseoli";"PHYTPH";;03/07/2024;03/07/2024;
"302";"8.48.4.9";"Punta blanca, mildiu del puerro, Phytophthora porri";"Phytophthora porri";"PHYTPO";;03/07/2024;03/07/2024;
"303";"8.48.5";"Plasmopara spp.";"Plasmopara spp.";"1PLASG";;03/07/2024;03/07/2024;
"304";"8.48.5.1";"Mildiu de las umbelíferas, Plasmopara crustosa";"Plasmopara crustosa";"PLASCR";;03/07/2024;03/07/2024;
"305";"8.48.5.2";"Mildiu del girasol, Plasmopara halstedii";"Plasmopara halstedii";"PLASHA";;03/07/2024;03/07/2024;
"306";"8.48.5.3";"Mildiu de la vid, Plasmopara viticola";"Plasmopara viticola";"PLASVI";;03/07/2024;03/07/2024;
"307";"8.48.6";"Pseudoperonospora spp.";"Pseudoperonospora spp.";"1PSPEG";;03/07/2024;03/07/2024;
"308";"8.48.6.1";"Mildiu de las cucurbitáceas, Pseudoperonospora cubensis";"Pseudoperonospora cubensis";"PSPECU";;03/07/2024;03/07/2024;
"309";"8.48.6.2";"Mildiu del lúpulo, Pseudoperonospora humuli";"Pseudoperonospora humuli";"PSPEHU";;03/07/2024;03/07/2024;
"310";"8.49";"Phaeomoniellaceae";"Phaeomoniellaceae";"1PHAOF";;03/07/2024;03/07/2024;
"311";"8.49.1";"Enfermedad de Petri, Phaeomoniella chlamydospora";"Phaeomoniella chlamydospora";"PHMOCH";;03/07/2024;03/07/2024;
"312";"8.50";"Phaeosphaeriaceae";"Phaeosphaeriaceae";"1PHSPF";;03/07/2024;03/07/2024;
"313";"8.50.1";"Parastagonospora spp.";"Parastagonospora spp.";"1PSTGG";;03/07/2024;03/07/2024;
"314";"8.50.1.1";"Septoriosis de las espigas del trigo, Parastagonospora nodorum";"Parastagonospora nodorum";"LEPTNO";"También descrito como Septoria nodorum.";03/07/2024;03/07/2024;
"315";"8.50.2";"Setophoma spp.";"Setophoma spp.";"1SEPHG";;03/07/2024;03/07/2024;
"316";"8.50.2.1";"Raíz rosada de la cebolla, Setophoma terrestris";"Setophoma terrestris";"PYRETE";"También descrito como Pyrenochaeta terrestris.";03/07/2024;03/07/2024;
"317";"8.51";"Phragmidiaceae";"Phragmidiaceae";"1PHRAF";;03/07/2024;03/07/2024;
"318";"8.51.1";"Phragmidium spp.";"Phragmidium spp.";"1PHRAG";;03/07/2024;03/07/2024;
"319";"8.51.1.1";"Roya del rosal, Phragmidium mucronatum";"Phragmidium mucronatum";"PHRAMU";;03/07/2024;03/07/2024;
"320";"8.51.1.2";"Roya de la zarzamora, Phragmidium violaceum";"Phragmidium violaceum";"PHRAVI";;03/07/2024;03/07/2024;
"321";"8.52";"Phyllachoraceae";"Phyllachoraceae";"1PHYRF";;03/07/2024;03/07/2024;
"322";"8.52.1";"Polystigma spp.";"Polystigma spp.";"1POLTG";;03/07/2024;03/07/2024;
"323";"8.52.1.1";"Mancha ocre del almendro, Polystigma ochraceum";"Polystigma ochraceum";"POLTOC";;03/07/2024;03/07/2024;
"324";"8.53";"Phyllostictaceae";"Phyllostictaceae";"1PHYCF";;03/07/2024;03/07/2024;
"325";"8.53.1";"Phyllosticta spp.";"Phyllosticta spp.";"1PHYSG";;03/07/2024;03/07/2024;
"326";"8.53.1.1";"Black rot, podredumbre negra de la vid, Phyllosticta ampelicida";"Phyllosticta ampelicida";"GUIGBI";"También descrito como Guignardia bidwellii.";03/07/2024;03/07/2024;
"327";"8.54";"Physalacriaceae";"Physalacriaceae";"1PHSLF";;03/07/2024;03/07/2024;
"328";"8.54.1";"Armillaria spp.";"Armillaria spp.";"1ARMLG";;03/07/2024;03/07/2024;
"329";"8.54.1.1";"Armilaria, podredumbre de la raíz, Armillaria mellea";"Armillaria mellea";"ARMIME";;03/07/2024;03/07/2024;
"330";"8.55";"Pileolariaceae";"Pileolariaceae";"1PILEF";;03/07/2024;03/07/2024;
"331";"8.55.1";"Pileolaria spp.";"Pileolaria spp.";"1PILEG";;03/07/2024;03/07/2024;
"332";"8.55.1.1";"Roya el pistacho, Pileolaria terebinthi";"Pileolaria terebinthi";"UROMTE";"También descrito como Uromyces terebinthi.";03/07/2024;03/07/2024;
"333";"8.56";"Plasmodiophoraceae";"Plasmodiophoraceae";"1PLADF";;03/07/2024;03/07/2024;
"334";"8.56.1";"Plasmodiophora spp.";"Plasmodiophora spp.";"1PLADG";;03/07/2024;03/07/2024;
"335";"8.56.1.1";"Hernia de la col, Plasmodiophora brassicae";"Plasmodiophora brassicae";"PLADBR";;03/07/2024;03/07/2024;
"336";"8.57";"Platygloeaceae";"Platygloeaceae";"1PLAGF";;03/07/2024;03/07/2024;
"337";"8.57.1";"Helicobasidium spp.";"Helicobasidium spp.";"1HLCBG";;03/07/2024;03/07/2024;
"338";"8.57.1.1";"Mal vinoso de la alfalfa, Helicobasidium brebissonii";"Helicobasidium brebissonii";"HLCBBR";"También descrito como Rhizoctonia crocorum. También causa la enfermedad del mal vinoso en la remolacha, patata y zanahoria.";03/07/2024;03/07/2024;
"339";"8.58";"Plectosphaerellaceae";"Plectosphaerellaceae";"1PLECF";;03/07/2024;03/07/2024;
"340";"8.58.1";"Musicillium spp.";"Musicillium spp.";"1MSICG";;03/07/2024;03/07/2024;
"341";"8.58.1.1";"Pudrición de la corona del plátano, Musicillium theobromae";"Musicillium theobromae";"VERTTH";"También descrito como Verticillium theobromae.";03/07/2024;03/07/2024;
"342";"8.58.2";"Verticillium spp.";"Verticillium spp.";"1VERTG";;03/07/2024;03/07/2024;
"343";"8.58.2.1";"Verticilosis, Verticillium albo-atrum";"Verticillium albo-atrum";"VERTAA";;03/07/2024;03/07/2024;
"344";"8.58.2.2";"Verticilosis, Verticillium dahliae";"Verticillium dahliae";"VERTDA";;03/07/2024;03/07/2024;
"345";"8.59";"Pleosporaceae";"Pleosporaceae";"1PLEOF";;03/07/2024;03/07/2024;
"346";"8.59.1";"Alternaria spp.";"Alternaria spp.";"1ALTEG";;03/07/2024;03/07/2024;
"347";"8.59.1.1";"Alternariosis de la remolacha, Alternaria alternata";"Alternaria alternata";"ALTEAL";"También descrito como Alternaria tenuis. Además de en remolacha, causa daños en pistacho (tizón tardío), caqui y mango (mancha negra) y almendro (mancha de la hoja).";03/07/2024;03/07/2024;
"348";"8.59.1.2";"Mancha marrón de las mandarinas, Alternaria alternata f.sp. citri";"Alternaria alternata f.sp. citri";"ALTEAC";;03/07/2024;03/07/2024;
"349";"8.59.1.3";"Mancha negra, tizón de las crucíferas, Alternaria brassicae";"Alternaria brassicae";"ALTEBA";;03/07/2024;03/07/2024;
"350";"8.59.1.4";"Tizón de las hojas de las cucurbitáceas, Alternaria cucumerina";"Alternaria cucumerina";"ALTECU";;03/07/2024;03/07/2024;
"351";"8.59.1.5";"Alternariosis de la alcachofa, Alternaria cinerariae";"Alternaria cinerariae";"ALTECN";;03/07/2024;03/07/2024;
"352";"8.59.1.7";"Helmintosporiosis del ajo, Alternaria embellisia";"Alternaria embellisia";"HELMAL";"También descrito como Helminthosporium alli.";03/07/2024;03/07/2024;
"353";"8.59.1.8";"Necrosis, helmintosporiosis de la adormidera, Alternaria penicillata";"Alternaria penicillata";"PLEOPA";"También descrito como Pleospora papaveracea.";03/07/2024;03/07/2024;
"354";"8.59.1.9";"Alternaria del pepino, Alternaria pluriseptata";"Alternaria pluriseptata";"ALTEPL";;03/07/2024;03/07/2024;
"355";"8.59.1.10";"Mancha púrpura de la hoja de la cebolla, Alternaria porri";"Alternaria porri";"ALTEPO";"Además de en cebolla, causa daños en puerro y ajo.";03/07/2024;03/07/2024;
"356";"8.59.1.11";"Alternaria de las solanáceas, Alternaria solani";"Alternaria solani";"ALTESO";;03/07/2024;03/07/2024;
"357";"8.59.1.12";"Alternariosis del trigo, Alternaria triticina";"Alternaria triticina";"ALTETR";;03/07/2024;03/07/2024;
"358";"8.59.2";"Bipolaris spp.";"Bipolaris spp.";"1BIPOG";;03/07/2024;03/07/2024;
"359";"8.59.2.1";"Helmintosporiosis o mancha marrón del arroz, Bipolaris oryzae";"Bipolaris oryzae";"COCHMI";"También descrito como Helminthosporium oryzae.";03/07/2024;03/07/2024;
"360";"8.59.2.2";"Helmintosporiosis o podredumbre de raíz de cereales, Bipolaris sorokiniana";"Bipolaris sorokiniana";"COCHSA";"También descrito como Cochliobolus sativus.";03/07/2024;03/07/2024;
"361";"8.59.3";"Exserohilum spp.";"Exserohilum spp.";"1EXSEG";;03/07/2024;03/07/2024;
"362";"8.59.3.1";"Tizón del maíz, niebla, Exserohilum turcicum";"Exserohilum turcicum";"SETOTU";"También descrito como Setosphaeria turcica o Helminthosporium turcicum.";03/07/2024;03/07/2024;
"363";"8.59.4";"Helminthosporium spp.";"Helminthosporium spp.";"1HELMG";;03/07/2024;03/07/2024;
"364";"8.59.4.1";"Sarna plateada de la patata, Helminthosporium solani";"Helminthosporium solani";"HELMSO";;03/07/2024;03/07/2024;
"365";"8.59.5";"Helmintosporiosis de cereales, Pyrenophora spp.";"Pyrenophora spp.";"1PYRNG";;03/07/2024;03/07/2024;
"366";"8.59.5.1";"Helmintosporiosis de la avena, Pyrenophora avenae";"Pyrenophora avenae";"PYRNAV";;03/07/2024;03/07/2024;
"367";"8.59.5.2";"Helmintosporiosis rayada de la cebada, Pyrenophora graminea";"Pyrenophora graminea";"PYRNGR";"También descrito como Drechslera graminea.";03/07/2024;03/07/2024;
"368";"8.59.5.3";"Helmintosporioris reticular de la cebada, Pyrenophora teres";"Pyrenophora teres";"PYRNTE";;03/07/2024;03/07/2024;
"369";"8.59.5.4";"Helmintosporiosis del trigo, Pyrenophora tritici-repentis";"Pyrenophora tritici-repentis";"PYRNTR";;03/07/2024;03/07/2024;
"370";"8.59.6";"Estemfilosis, Stemphylium spp.";"Stemphylium spp.";"1STEMG";;03/07/2024;03/07/2024;
"371";"8.59.6.1";"Estemfilosis, mancha foliar de la alfalfa, Stemphylium botryosum";"Stemphylium botryosum";"STEMBO";;03/07/2024;03/07/2024;
"372";"8.59.6.2";"Mancha foliar gris del tomate, Stemphylium lycopersici";"Stemphylium lycopersici";"STEMLY";;03/07/2024;03/07/2024;
"373";"8.59.6.3";"Mancha gris de las solanáceas, Stemphylium solani";"Stemphylium solani";"STEMSO";"También descrito como Thyrospora solani.";03/07/2024;03/07/2024;
"374";"8.59.6.4";"Estemfilosis, mancha negra, Stemphylium vesicarium";"Stemphylium vesicarium";"PLEOAL";;03/07/2024;03/07/2024;
"375";"8.60";"Ploettnerulaceae";"Ploettnerulaceae";"1POETF";;03/07/2024;03/07/2024;
"376";"8.60.1";"Oculimacula spp.";"Oculimacula spp.";"1OLIMG";;03/07/2024;03/07/2024;
"377";"8.60.1.1";"Encamado parasitario de los cereales,  Oculimacula acuformis";"Oculimacula acuformis";"PSDCHA";"También descrito como Cercosporella herpotrichoides var. acuformis y Tapesia acuformis.";03/07/2024;03/07/2024;
"378";"8.60.1.2";"Mancha oval del pie del trigo,  Oculimacula yallundae";"Oculimacula yallundae";"PSDCHE";"También descrito como Cercosporella herpotrichoides var. herpotrichoides y Tapesia yallundae.";03/07/2024;03/07/2024;
"379";"8.60.2";"Pyrenopeziza spp.";"Pyrenopeziza spp.";"1PYRPG";;03/07/2024;03/07/2024;
"380";"8.60.2.1";"Cilindrosporiosis de la colza, Pyrenopeziza brassicae";"Pyrenopeziza brassicae";"PYRPBR";;03/07/2024;03/07/2024;
